  
       XFOIL         Version 6.99
  
 Calculated polar for: 000115                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   1.900   0.8273   0.01670   0.00948  -0.1777   0.7266   0.3797
   3.900   1.0731   0.01718   0.00937  -0.1778   0.5342   0.4839
   2.000   0.8484   0.01647   0.00922  -0.1792   0.7214   0.3858
   2.900   0.9750   0.01614   0.00876  -0.1820   0.6453   0.4333
   1.900   0.8273   0.01670   0.00948  -0.1777   0.7266   0.3797
   4.000   1.0804   0.01735   0.00950  -0.1770   0.5227   0.4884
   3.000   0.9877   0.01618   0.00874  -0.1821   0.6352   0.4391
   2.000   0.8484   0.01647   0.00922  -0.1792   0.7214   0.3858
