  
       XFOIL         Version 6.99
  
 Calculated polar for: 000098                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   1.900   0.8426   0.01602   0.00869  -0.1777   0.7149   0.3789
   2.900   0.9729   0.01593   0.00845  -0.1791   0.6381   0.4304
   0.900   0.6968   0.01699   0.00957  -0.1737   0.7644   0.3292
   3.900   1.0645   0.01693   0.00913  -0.1737   0.5390   0.4817
   3.000   0.9823   0.01600   0.00851  -0.1786   0.6289   0.4355
   1.000   0.7167   0.01675   0.00935  -0.1750   0.7619   0.3344
   2.000   0.8548   0.01600   0.00865  -0.1777   0.7081   0.3841
   4.000   1.0715   0.01707   0.00926  -0.1728   0.5280   0.4861
