  
       XFOIL         Version 6.99
  
 Calculated polar for: 000203                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.3254   0.01652   0.00631  -0.0390   0.5085   0.1685
   1.000   0.3360   0.01652   0.00631  -0.0389   0.5039   0.1749
   1.900   0.6059   0.01661   0.00832  -0.0744   0.4511   0.9428
   2.000   0.6217   0.01690   0.00854  -0.0752   0.4470   0.9545
   2.900   0.8193   0.01778   0.00894  -0.0953   0.4063   1.0000
   3.000   0.8274   0.01787   0.00897  -0.0946   0.4036   1.0000
   3.900   0.8990   0.01849   0.00943  -0.0885   0.3767   1.0000
   4.000   0.9065   0.01856   0.00948  -0.0877   0.3736   1.0000
