  
       XFOIL         Version 6.99
  
 Calculated polar for: 000244                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.3464   0.02479   0.01593  -0.0320   0.7274   0.0857
   1.000   0.3618   0.02455   0.01570  -0.0327   0.7247   0.0888
   1.900   0.4849   0.02304   0.01433  -0.0362   0.6852   0.1243
   2.000   0.5085   0.02270   0.01399  -0.0384   0.6811   0.1319
   2.900   0.6450   0.02064   0.01204  -0.0441   0.6056   0.3100
   3.000   0.6376   0.01995   0.01188  -0.0403   0.5993   0.5628
   3.900   0.8631   0.02573   0.01739  -0.0635   0.4825   0.9584
   4.000   0.9026   0.02570   0.01729  -0.0697   0.4689   0.9652
