  
       XFOIL         Version 6.99
  
 Calculated polar for: 000005                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   1.900   0.8818   0.01923   0.00978  -0.1368   0.2488   0.7564
   3.900   1.1082   0.02124   0.01149  -0.1360   0.2144   0.7852
   0.900   0.7645   0.01844   0.00934  -0.1366   0.2680   0.7419
   2.900   0.9955   0.02013   0.01048  -0.1364   0.2306   0.7702
   2.000   0.8943   0.01932   0.00985  -0.1370   0.2467   0.7581
   4.000   1.1191   0.02135   0.01163  -0.1359   0.2126   0.7866
   1.000   0.7753   0.01850   0.00938  -0.1364   0.2658   0.7435
   3.000   1.0071   0.02023   0.01058  -0.1364   0.2289   0.7717
