  
       XFOIL         Version 6.99
  
 Calculated polar for: 000155                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.7326   0.01710   0.00907  -0.1662   0.6924   0.1888
   1.000   0.7544   0.01685   0.00877  -0.1679   0.6830   0.1965
   1.900   0.8895   0.01656   0.00810  -0.1731   0.5926   0.2678
   2.000   0.9009   0.01662   0.00814  -0.1731   0.5836   0.2771
   2.900   0.9886   0.01736   0.00890  -0.1702   0.5159   0.4136
   3.000   0.9977   0.01744   0.00902  -0.1697   0.5092   0.4414
   3.900   1.0651   0.01816   0.01023  -0.1624   0.4579   0.7787
   4.000   1.0710   0.01824   0.01032  -0.1613   0.4527   0.8030
