  
       XFOIL         Version 6.99
  
 Calculated polar for: 000217                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.2029   0.01362   0.00701  -0.0201   0.7619   0.8635
   1.000   0.2201   0.01361   0.00700  -0.0212   0.7581   0.8655
   1.900   0.3432   0.01364   0.00692  -0.0250   0.7108   0.8876
   2.000   0.3590   0.01365   0.00690  -0.0258   0.7047   0.8896
   2.900   0.4797   0.01391   0.00694  -0.0293   0.6376   0.9084
   3.000   0.4915   0.01397   0.00698  -0.0293   0.6284   0.9106
   3.900   0.5978   0.01471   0.00734  -0.0304   0.5382   0.9292
   4.000   0.6079   0.01481   0.00741  -0.0301   0.5272   0.9317
