  
       XFOIL         Version 6.99
  
 Calculated polar for: 000059                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.8182   0.01375   0.00592  -0.1823   0.7243   0.4707
   1.000   0.8331   0.01375   0.00590  -0.1830   0.7212   0.4825
   1.900   0.9312   0.01401   0.00628  -0.1820   0.6865   0.5733
   2.000   0.9436   0.01405   0.00630  -0.1822   0.6830   0.5840
   2.900   1.0347   0.01438   0.00677  -0.1797   0.6496   0.6910
   3.000   1.0448   0.01440   0.00682  -0.1794   0.6460   0.7073
   3.900   1.1308   0.01466   0.00733  -0.1760   0.6140   1.0000
   4.000   1.1399   0.01475   0.00741  -0.1756   0.6101   1.0000
