result
 1.000000    -0.000000
 0.980000    0.009618
 0.960000    0.018566
 0.940000    0.026895
 0.920000    0.034652
 0.900000    0.041881
 0.880000    0.048623
 0.860001    0.054914
 0.840001    0.060789
 0.820002    0.066279
 0.800004    0.071410
 0.780008    0.076207
 0.760013    0.080693
 0.740021    0.084886
 0.720032    0.088801
 0.700049    0.092453
 0.680072    0.095854
 0.660103    0.099010
 0.640146    0.101930
 0.620202    0.104618
 0.600274    0.107077
 0.580368    0.109306
 0.560486    0.111306
 0.540635    0.113074
 0.520819    0.114607
 0.501047    0.115900
 0.481324    0.116946
 0.461661    0.117741
 0.442066    0.118275
 0.422550    0.118542
 0.403125    0.118534
 0.383804    0.118243
 0.364603    0.117660
 0.345536    0.116779
 0.326622    0.115592
 0.307880    0.114093
 0.289331    0.112276
 0.270998    0.110138
 0.252907    0.107675
 0.235084    0.104887
 0.217558    0.101775
 0.200362    0.098340
 0.183530    0.094589
 0.167098    0.090529
 0.151106    0.086172
 0.135596    0.081530
 0.120613    0.076621
 0.106207    0.071466
 0.092429    0.066090
 0.079333    0.060521
 0.066980    0.054794
 0.055430    0.048947
 0.044751    0.043023
 0.035012    0.037071
 0.026288    0.031146
 0.018658    0.025308
 0.012206    0.019623
 0.007018    0.014166
 0.003189    0.009017
 0.000815    0.004263
 0.000000    0.000000
 0.000815    -0.003146
 0.003189    -0.005590
 0.007018    -0.007388
 0.012206    -0.008594
 0.018658    -0.009257
 0.026288    -0.009424
 0.035012    -0.009142
 0.044751    -0.008453
 0.055430    -0.007398
 0.066980    -0.006015
 0.079333    -0.004342
 0.092429    -0.002411
 0.106207    -0.000256
 0.120613    0.002092
 0.135596    0.004603
 0.151106    0.007251
 0.167098    0.010009
 0.183530    0.012852
 0.200362    0.015757
 0.217558    0.018702
 0.235084    0.021665
 0.252907    0.024627
 0.270998    0.027569
 0.289331    0.030473
 0.307880    0.033321
 0.326622    0.036098
 0.345536    0.038788
 0.364603    0.041376
 0.383804    0.043848
 0.403125    0.046191
 0.422550    0.048391
 0.442066    0.050435
 0.461661    0.052312
 0.481324    0.054010
 0.501047    0.055518
 0.520819    0.056823
 0.540635    0.057915
 0.560486    0.058783
 0.580368    0.059417
 0.600274    0.059806
 0.620202    0.059940
 0.640146    0.059808
 0.660103    0.059400
 0.680072    0.058706
 0.700049    0.057715
 0.720032    0.056417
 0.740021    0.054801
 0.760013    0.052858
 0.780008    0.050576
 0.800004    0.047946
 0.820002    0.044955
 0.840001    0.041593
 0.860001    0.037850
 0.880000    0.033713
 0.900000    0.029172
 0.920000    0.024216
 0.940000    0.018832
 0.960000    0.013009
 0.980000    0.006736
 1.000000    -0.000000
