000094
 1.000000    0.000000
 0.980000    0.002984
 0.960000    0.006303
 0.940000    0.009906
 0.920000    0.013746
 0.900000    0.017778
 0.880000    0.021964
 0.860001    0.026266
 0.840001    0.030651
 0.820002    0.035090
 0.800004    0.039553
 0.780008    0.044016
 0.760013    0.048456
 0.740021    0.052851
 0.720032    0.057182
 0.700049    0.061432
 0.680072    0.065584
 0.660103    0.069623
 0.640146    0.073536
 0.620202    0.077310
 0.600274    0.080932
 0.580368    0.084393
 0.560486    0.087680
 0.540635    0.090785
 0.520819    0.093696
 0.501047    0.096406
 0.481324    0.098905
 0.461661    0.101184
 0.442066    0.103234
 0.422550    0.105047
 0.403125    0.106613
 0.383804    0.107924
 0.364603    0.108971
 0.345536    0.109746
 0.326622    0.110238
 0.307880    0.110440
 0.289331    0.110342
 0.270998    0.109936
 0.252907    0.109212
 0.235084    0.108161
 0.217558    0.106774
 0.200362    0.105043
 0.183530    0.102960
 0.167098    0.100516
 0.151106    0.097704
 0.135596    0.094517
 0.120613    0.090948
 0.106207    0.086991
 0.092429    0.082642
 0.079333    0.077897
 0.066980    0.072753
 0.055430    0.067210
 0.044751    0.061266
 0.035012    0.054925
 0.026288    0.048190
 0.018658    0.041066
 0.012206    0.033563
 0.007018    0.025690
 0.003189    0.017460
 0.000815    0.008890
 0.000000    0.000000
 0.000815    -0.007084
 0.003189    -0.012983
 0.007018    -0.017839
 0.012206    -0.021787
 0.018658    -0.024947
 0.026288    -0.027434
 0.035012    -0.029350
 0.044751    -0.030790
 0.055430    -0.031837
 0.066980    -0.032571
 0.079333    -0.033059
 0.092429    -0.033362
 0.106207    -0.033534
 0.120613    -0.033621
 0.135596    -0.033665
 0.151106    -0.033698
 0.167098    -0.033748
 0.183530    -0.033838
 0.200362    -0.033984
 0.217558    -0.034199
 0.235084    -0.034490
 0.252907    -0.034859
 0.270998    -0.035308
 0.289331    -0.035830
 0.307880    -0.036420
 0.326622    -0.037067
 0.345536    -0.037757
 0.364603    -0.038477
 0.383804    -0.039209
 0.403125    -0.039936
 0.422550    -0.040638
 0.442066    -0.041294
 0.461661    -0.041885
 0.481324    -0.042389
 0.501047    -0.042786
 0.520819    -0.043055
 0.540635    -0.043178
 0.560486    -0.043136
 0.580368    -0.042912
 0.600274    -0.042492
 0.620202    -0.041864
 0.640146    -0.041016
 0.660103    -0.039942
 0.680072    -0.038637
 0.700049    -0.037101
 0.720032    -0.035337
 0.740021    -0.033351
 0.760013    -0.031155
 0.780008    -0.028765
 0.800004    -0.026203
 0.820002    -0.023495
 0.840001    -0.020674
 0.860001    -0.017777
 0.880000    -0.014849
 0.900000    -0.011941
 0.920000    -0.009112
 0.940000    -0.006426
 0.960000    -0.003957
 0.980000    -0.001786
 1.000000    0.000000
