  
       XFOIL         Version 6.99
  
 Calculated polar for: 000255                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.7682   0.01618   0.00716  -0.1423   0.5725   0.1740
   1.000   0.7779   0.01620   0.00716  -0.1419   0.5680   0.1780
   1.900   0.8637   0.01646   0.00731  -0.1381   0.5298   0.2178
   2.000   0.8730   0.01649   0.00735  -0.1376   0.5257   0.2224
   2.900   0.9548   0.01695   0.00780  -0.1332   0.4892   0.2756
   3.000   0.9636   0.01702   0.00786  -0.1327   0.4854   0.2827
   3.900   1.0390   0.01764   0.00852  -0.1273   0.4512   0.3551
   4.000   1.0473   0.01773   0.00860  -0.1267   0.4476   0.3652
