  
       XFOIL         Version 6.99
  
 Calculated polar for: 000056                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.6055   0.01305   0.00593  -0.1333   0.7884   0.5853
   1.000   0.6183   0.01296   0.00591  -0.1335   0.7856   0.6053
   1.900   0.7253   0.01211   0.00578  -0.1330   0.7565   1.0000
   2.000   0.7342   0.01217   0.00582  -0.1325   0.7519   1.0000
   2.900   0.8401   0.01241   0.00586  -0.1329   0.7140   1.0000
   3.000   0.8504   0.01246   0.00590  -0.1327   0.7089   1.0000
   3.900   0.9467   0.01289   0.00618  -0.1310   0.6569   1.0000
   4.000   0.9552   0.01296   0.00624  -0.1304   0.6492   1.0000
