  
       XFOIL         Version 6.99
  
 Calculated polar for: 000258                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.4406   0.01386   0.00672  -0.0661   0.6511   0.9165
   1.000   0.4565   0.01401   0.00683  -0.0669   0.6464   0.9220
   1.900   0.5910   0.01472   0.00727  -0.0732   0.6053   0.9472
   2.000   0.6046   0.01477   0.00729  -0.0737   0.6011   0.9492
   2.900   0.7127   0.01517   0.00747  -0.0755   0.5603   0.9678
   3.000   0.7245   0.01520   0.00752  -0.0757   0.5553   0.9699
   3.900   0.8293   0.01558   0.00780  -0.0772   0.5116   0.9869
   4.000   0.8414   0.01562   0.00781  -0.0774   0.5064   0.9887
