000033
 1.000000    0.000000
 0.980000    0.009710
 0.960000    0.019301
 0.940000    0.028662
 0.920000    0.037704
 0.900000    0.046355
 0.880000    0.054557
 0.860001    0.062269
 0.840001    0.069461
 0.820002    0.076118
 0.800004    0.082232
 0.780008    0.087806
 0.760013    0.092848
 0.740021    0.097376
 0.720032    0.101412
 0.700049    0.104981
 0.680072    0.108113
 0.660103    0.110841
 0.640146    0.113197
 0.620202    0.115216
 0.600274    0.116933
 0.580368    0.118380
 0.560486    0.119590
 0.540635    0.120593
 0.520819    0.121417
 0.501047    0.122086
 0.481324    0.122622
 0.461661    0.123043
 0.442066    0.123363
 0.422550    0.123592
 0.403125    0.123735
 0.383804    0.123794
 0.364603    0.123766
 0.345536    0.123643
 0.326622    0.123413
 0.307880    0.123062
 0.289331    0.122568
 0.270998    0.121910
 0.252907    0.121060
 0.235084    0.119990
 0.217558    0.118668
 0.200362    0.117060
 0.183530    0.115132
 0.167098    0.112848
 0.151106    0.110173
 0.135596    0.107073
 0.120613    0.103514
 0.106207    0.099467
 0.092429    0.094906
 0.079333    0.089807
 0.066980    0.084154
 0.055430    0.077938
 0.044751    0.071157
 0.035012    0.063818
 0.026288    0.055939
 0.018658    0.047549
 0.012206    0.038692
 0.007018    0.029425
 0.003189    0.019822
 0.000815    0.009977
 0.000000    0.000000
 0.000815    -0.006302
 0.003189    -0.011592
 0.007018    -0.015989
 0.012206    -0.019602
 0.018658    -0.022530
 0.026288    -0.024864
 0.035012    -0.026685
 0.044751    -0.028067
 0.055430    -0.029076
 0.066980    -0.029771
 0.079333    -0.030206
 0.092429    -0.030429
 0.106207    -0.030483
 0.120613    -0.030405
 0.135596    -0.030228
 0.151106    -0.029982
 0.167098    -0.029692
 0.183530    -0.029383
 0.200362    -0.029072
 0.217558    -0.028777
 0.235084    -0.028514
 0.252907    -0.028294
 0.270998    -0.028128
 0.289331    -0.028026
 0.307880    -0.027993
 0.326622    -0.028038
 0.345536    -0.028163
 0.364603    -0.028373
 0.383804    -0.028669
 0.403125    -0.029052
 0.422550    -0.029523
 0.442066    -0.030078
 0.461661    -0.030717
 0.481324    -0.031434
 0.501047    -0.032224
 0.520819    -0.033080
 0.540635    -0.033992
 0.560486    -0.034950
 0.580368    -0.035940
 0.600274    -0.036947
 0.620202    -0.037952
 0.640146    -0.038935
 0.660103    -0.039870
 0.680072    -0.040729
 0.700049    -0.041480
 0.720032    -0.042087
 0.740021    -0.042507
 0.760013    -0.042693
 0.780008    -0.042594
 0.800004    -0.042148
 0.820002    -0.041291
 0.840001    -0.039950
 0.860001    -0.038042
 0.880000    -0.035477
 0.900000    -0.032157
 0.920000    -0.027971
 0.940000    -0.022800
 0.960000    -0.016512
 0.980000    -0.008964
 1.000000    0.000000
