  
       XFOIL         Version 6.99
  
 Calculated polar for: 000104                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.6101   0.01452   0.00605  -0.1086   0.3964   0.6960
   1.000   0.6194   0.01454   0.00609  -0.1080   0.3919   0.7184
   1.900   0.7138   0.01475   0.00632  -0.1054   0.3554   1.0000
   2.000   0.7241   0.01485   0.00635  -0.1051   0.3515   1.0000
   2.900   0.8168   0.01578   0.00685  -0.1030   0.3205   1.0000
   3.000   0.8269   0.01588   0.00691  -0.1027   0.3170   1.0000
   3.900   0.9156   0.01691   0.00762  -0.0999   0.2900   1.0000
   4.000   0.9257   0.01702   0.00771  -0.0997   0.2872   1.0000
