  
       XFOIL         Version 6.99
  
 Calculated polar for: 000214                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.5629   0.01686   0.00677  -0.1294   0.4822   0.1981
   1.000   0.5740   0.01685   0.00679  -0.1293   0.4791   0.2052
   1.900   0.6726   0.01683   0.00709  -0.1287   0.4536   0.3297
   2.000   0.6831   0.01679   0.00715  -0.1286   0.4508   0.3598
   2.900   0.7649   0.01640   0.00790  -0.1236   0.4292   0.8203
   3.000   0.7728   0.01638   0.00790  -0.1227   0.4269   0.8519
   3.900   0.8726   0.01689   0.00819  -0.1220   0.4058   1.0000
   4.000   0.8837   0.01700   0.00825  -0.1219   0.4038   1.0000
