  
       XFOIL         Version 6.99
  
 Calculated polar for: 000148                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.6437   0.01737   0.00931  -0.1274   0.7019   0.4501
   1.000   0.6564   0.01715   0.00925  -0.1276   0.7012   0.5018
   1.900   0.7633   0.01705   0.00999  -0.1296   0.6860   1.0000
   2.000   0.7754   0.01702   0.00992  -0.1297   0.6849   1.0000
   2.900   0.8430   0.01779   0.01053  -0.1239   0.6686   1.0000
   3.000   0.8536   0.01779   0.01054  -0.1237   0.6671   1.0000
   3.900   0.9166   0.01851   0.01116  -0.1171   0.6499   1.0000
   4.000   0.9255   0.01854   0.01118  -0.1166   0.6480   1.0000
