  
       XFOIL         Version 6.99
  
 Calculated polar for: 000013                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.2704   0.02026   0.01095  -0.0481   0.6371   0.0717
   1.000   0.2872   0.01999   0.01062  -0.0490   0.6274   0.0751
   1.900   0.5849   0.01863   0.01113  -0.0911   0.5420   1.0000
   2.000   0.5943   0.01869   0.01110  -0.0907   0.5365   1.0000
   2.900   0.6765   0.01936   0.01112  -0.0874   0.4941   1.0000
   3.000   0.6853   0.01944   0.01115  -0.0870   0.4899   1.0000
   3.900   0.7648   0.02026   0.01152  -0.0834   0.4569   1.0000
   4.000   0.7733   0.02036   0.01158  -0.0830   0.4532   1.0000
