  
       XFOIL         Version 6.99
  
 Calculated polar for: 000086                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   1.900   0.7575   0.01459   0.00687  -0.1504   0.6576   0.3896
   2.900   0.8604   0.01528   0.00727  -0.1471   0.5592   0.4504
   3.900   0.9368   0.01646   0.00819  -0.1390   0.4628   0.5157
   2.000   0.7686   0.01463   0.00690  -0.1502   0.6476   0.3956
   1.900   0.7575   0.01459   0.00687  -0.1504   0.6576   0.3896
   3.000   0.8686   0.01537   0.00734  -0.1463   0.5492   0.4568
   4.000   0.9443   0.01658   0.00830  -0.1382   0.4535   0.5229
   2.000   0.7686   0.01463   0.00690  -0.1502   0.6476   0.3956
