000139
 1.000000    0.000000
 0.980000    0.007414
 0.960000    0.014091
 0.940000    0.020114
 0.920000    0.025561
 0.900000    0.030500
 0.880000    0.034993
 0.860001    0.039098
 0.840001    0.042863
 0.820002    0.046334
 0.800004    0.049548
 0.780008    0.052540
 0.760013    0.055339
 0.740021    0.057969
 0.720032    0.060452
 0.700049    0.062804
 0.680072    0.065038
 0.660103    0.067164
 0.640146    0.069191
 0.620202    0.071122
 0.600274    0.072959
 0.580368    0.074704
 0.560486    0.076353
 0.540635    0.077903
 0.520819    0.079350
 0.501047    0.080687
 0.481324    0.081907
 0.461661    0.083001
 0.442066    0.083961
 0.422550    0.084777
 0.403125    0.085439
 0.383804    0.085937
 0.364603    0.086262
 0.345536    0.086403
 0.326622    0.086350
 0.307880    0.086095
 0.289331    0.085627
 0.270998    0.084938
 0.252907    0.084020
 0.235084    0.082866
 0.217558    0.081469
 0.200362    0.079823
 0.183530    0.077923
 0.167098    0.075766
 0.151106    0.073348
 0.135596    0.070666
 0.120613    0.067720
 0.106207    0.064509
 0.092429    0.061033
 0.079333    0.057294
 0.066980    0.053294
 0.055430    0.049037
 0.044751    0.044526
 0.035012    0.039766
 0.026288    0.034762
 0.018658    0.029522
 0.012206    0.024050
 0.007018    0.018355
 0.003189    0.012443
 0.000815    0.006322
 0.000000    0.000000
 0.000815    -0.004634
 0.003189    -0.009167
 0.007018    -0.013582
 0.012206    -0.017863
 0.018658    -0.021996
 0.026288    -0.025966
 0.035012    -0.029759
 0.044751    -0.033361
 0.055430    -0.036760
 0.066980    -0.039944
 0.079333    -0.042902
 0.092429    -0.045625
 0.106207    -0.048102
 0.120613    -0.050328
 0.135596    -0.052294
 0.151106    -0.053995
 0.167098    -0.055427
 0.183530    -0.056586
 0.200362    -0.057470
 0.217558    -0.058078
 0.235084    -0.058411
 0.252907    -0.058471
 0.270998    -0.058261
 0.289331    -0.057784
 0.307880    -0.057048
 0.326622    -0.056058
 0.345536    -0.054824
 0.364603    -0.053355
 0.383804    -0.051662
 0.403125    -0.049758
 0.422550    -0.047655
 0.442066    -0.045371
 0.461661    -0.042919
 0.481324    -0.040318
 0.501047    -0.037587
 0.520819    -0.034745
 0.540635    -0.031814
 0.560486    -0.028814
 0.580368    -0.025770
 0.600274    -0.022705
 0.620202    -0.019644
 0.640146    -0.016613
 0.660103    -0.013639
 0.680072    -0.010749
 0.700049    -0.007972
 0.720032    -0.005335
 0.740021    -0.002868
 0.760013    -0.000601
 0.780008    0.001437
 0.800004    0.003214
 0.820002    0.004700
 0.840001    0.005866
 0.860001    0.006679
 0.880000    0.007110
 0.900000    0.007129
 0.920000    0.006704
 0.940000    0.005808
 0.960000    0.004411
 0.980000    0.002484
 1.000000    0.000000
