  
       XFOIL         Version 6.99
  
 Calculated polar for: 000259                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.900   0.2607   0.02065   0.01426  -0.0646   0.8023   0.9545
   1.000   0.2783   0.02066   0.01425  -0.0657   0.8014   0.9632
   1.900   0.4415   0.02084   0.01429  -0.0787   0.7819   1.0000
   2.000   0.4545   0.02062   0.01405  -0.0789   0.7805   1.0000
   2.900   0.5316   0.01985   0.01319  -0.0738   0.7440   1.0000
   3.000   0.5465   0.01959   0.01290  -0.0744   0.7416   1.0000
   3.900   0.6612   0.01814   0.01129  -0.0760   0.6992   1.0000
   4.000   0.6701   0.01812   0.01126  -0.0755   0.6919   1.0000
