  
       XFOIL         Version 6.99
  
 Calculated polar for: 000114                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   1.900   0.8664   0.01616   0.00889  -0.1844   0.7202   0.3849
   3.900   1.0938   0.01725   0.00939  -0.1814   0.5243   0.4860
   2.900   1.0016   0.01606   0.00860  -0.1866   0.6329   0.4370
   1.900   0.8664   0.01616   0.00889  -0.1844   0.7202   0.3849
   4.000   1.1010   0.01742   0.00953  -0.1805   0.5135   0.4907
   2.000   0.8750   0.01620   0.00897  -0.1837   0.7124   0.3888
   3.000   1.0140   0.01612   0.00860  -0.1867   0.6225   0.4426
   2.000   0.8750   0.01620   0.00897  -0.1837   0.7124   0.3888
